NumDealsPurchases,Age,MntMeatProducts,MntFishProducts,SweetPurchases,Response,NumWebPurchases,NumWebVisitsMonth,Spent,TotalAcceptedOffers,NumCatalogPurchases,Marital_Status,NumStorePurchases,Kidhome,Income,MntGoldProds,Teenhome
0.2,0.6964285714285714,0.3165217391304348,0.6640926640926641,0.4656084656084656,1,0.2962962962962963,0.35000000000000003,0.5650044523597506,0.0,0.3571428571428571,0,0.3076923076923077,0.0,0.35108640853442213,0.2430939226519337,0
0.13333333333333333,0.75,0.003478260869565217,0.007722007722007722,0.005291005291005291,0,0.037037037037037035,0.25,0.008014247551202136,0.0,0.03571428571428571,0,0.15384615384615385,0.5,0.27767992182588835,0.016574585635359115,1
0.06666666666666667,0.5535714285714286,0.0736231884057971,0.4285714285714286,0.18518518518518517,0,0.2962962962962963,0.2,0.2680320569902048,0.0,0.07142857142857142,1,0.7692307692307693,0.0,0.43495552913790636,0.11602209944751381,0
0.13333333333333333,0.2142857142857143,0.011594202898550725,0.03861003861003861,0.018518518518518517,0,0.07407407407407407,0.30000000000000004,0.015583259127337488,0.0,0.0,1,0.3076923076923077,0.5,0.1550785164346132,0.013812154696132596,0
0.3333333333333333,0.2678571428571428,0.06840579710144927,0.1776061776061776,0.18518518518518517,0,0.18518518518518517,0.25,0.14870881567230632,0.0,0.10714285714285714,1,0.46153846153846156,0.5,0.3520511368233676,0.04143646408839779,0
0.13333333333333333,0.5178571428571428,0.05681159420289855,0.0,0.2222222222222222,0,0.2222222222222222,0.30000000000000004,0.29385574354407834,0.0,0.14285714285714285,1,0.7692307692307693,0.0,0.37831664249659236,0.03867403314917127,1
0.26666666666666666,0.4464285714285714,0.09507246376811594,0.19305019305019305,0.30158730158730157,0,0.25925925925925924,0.30000000000000004,0.20658949243098843,0.0,0.10714285714285714,1,0.5384615384615385,0.0,0.33550760268132224,0.07458563535911603,1
0.13333333333333333,0.1964285714285714,0.03246376811594203,0.011583011583011584,0.0291005291005291,0,0.14814814814814814,0.4,0.06322350845948352,0.0,0.0,1,0.3076923076923077,0.5,0.19745187250648855,0.06353591160220995,0
0.06666666666666667,0.3928571428571428,0.013913043478260868,0.011583011583011584,0.007936507936507936,1,0.1111111111111111,0.45,0.016918967052537846,0.0,0.0,1,0.15384615384615385,0.5,0.17813863456714818,0.0055248618784530384,0
0.06666666666666667,0.8214285714285714,0.003478260869565217,0.003861003861003861,0.0026455026455026454,0,0.037037037037037035,1.0,0.015138023152270703,0.3333333333333333,0.0,1,0.0,0.5,0.02438584152315037,0.03591160220994475,1
0.06666666666666667,0.2321428571428571,0.003478260869565217,0.0,0.018518518518518517,0,0.037037037037037035,0.35000000000000003,0.007123775601068566,0.0,0.0,1,0.15384615384615385,0.5,0.3144220739404521,0.0027624309392265192,0
0.06666666666666667,0.3571428571428571,0.006376811594202898,0.04247104247104247,0.04497354497354497,0,0.07407407407407407,0.4,0.014692787177203917,0.0,0.0,1,0.23076923076923078,0.0,0.03591278856267933,0.04419889502762431,0
0.06666666666666667,0.6607142857142856,0.2782608695652174,0.8687258687258688,0.4576719576719577,0,0.1111111111111111,0.1,0.32724844167408723,0.0,0.14285714285714285,1,0.6153846153846154,0.0,0.3815531503046674,0.08287292817679558,0
0.2,0.7857142857142856,0.03072463768115942,0.011583011583011584,0.018518518518518517,0,0.2222222222222222,0.30000000000000004,0.12822796081923418,0.0,0.03571428571428571,1,0.38461538461538464,0.5,0.3586548575625362,0.03867403314917127,1
0.06666666666666667,0.1607142857142857,0.009855072463768115,0.02316602316602317,0.03968253968253968,0,0.037037037037037035,0.4,0.015138023152270703,0.0,0.0,1,0.23076923076923078,0.0,0.09705166586791313,0.013812154696132596,0
0.06666666666666667,0.8928571428571428,0.06666666666666667,0.22779922779922782,0.23809523809523808,1,0.25925925925925924,0.15000000000000002,0.5089047195013356,0.3333333333333333,0.21428571428571427,0,0.9230769230769231,0.0,0.5045840153858602,0.12430939226519336,0
0.2,0.2857142857142857,0.011014492753623189,0.007722007722007722,0.047619047619047616,0,0.1111111111111111,0.4,0.03428317008014248,0.0,0.0,1,0.23076923076923078,0.5,0.24970902549994708,0.011049723756906077,1
0.13333333333333333,0.8928571428571428,0.022028985507246378,0.5791505791505792,0.04497354497354497,0,0.14814814814814814,0.35000000000000003,0.05654496883348174,0.0,0.03571428571428571,1,0.46153846153846156,0.0,0.2242526467787411,0.07734806629834254,0
0.13333333333333333,0.8392857142857142,0.288695652173913,0.0,0.25396825396825395,0,0.4074074074074074,0.25,0.7079252003561888,0.3333333333333333,0.14285714285714285,1,0.6923076923076923,0.0,0.4684533849514835,0.4861878453038674,1
0.13333333333333333,0.1964285714285714,0.011014492753623189,0.11583011583011583,0.10846560846560846,0,0.07407407407407407,0.30000000000000004,0.017809439002671415,0.0,0.03571428571428571,0,0.23076923076923078,0.5,0.1996800836512787,0.10773480662983426,0
0.06666666666666667,0.25,0.042318840579710144,0.26640926640926643,0.10582010582010581,0,0.14814814814814814,0.4,0.07168299198575245,0.0,0.07142857142857142,1,0.38461538461538464,0.0,0.21977132827525253,0.13259668508287292,0
1.0,0.3035714285714286,1.0,0.003861003861003861,0.005291005291005291,0,0.0,0.05,0.7689225289403384,0.0,1.0,1,0.0,0.5,0.00446264634305738,0.0027624309392265192,0
